gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Asset,Asset,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Constraint,Constraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Duty,Duty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Operator,Operator,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Permission,Permission,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Policy,Policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Prohibition,Prohibition,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Rule,Rule,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
LogicalConstraint,Logical Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8684; levenshtein=0.6471; semantic=0.7417; sequence_match=0.7097,False,0.7733,True,selected
ConflictTerm,Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8498; levenshtein=0.3846; semantic=0.6170; sequence_match=0.5263,False,0.6644,True,selected
Action,Condition,sequence_match+jaro_winkler+semantic,jaro_winkler=0.6630; levenshtein=0.4444; semantic=0.5670; sequence_match=0.6667,False,0.6322,True,selected
Permission,Permission Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9429; levenshtein=0.7143; semantic=0.7938; sequence_match=0.8333,False,0.8567,False,gold already mapped to 'Permission'
