id,source,term_type,axiom_type,term,dl,status,note
AX1-gold,gold,Class,Declaration,.csv,Declaration: .csv (Class),TP,matched pred AX7
AX1-pred,pred,Class,Declaration,CSV Format,Declaration: CSV Format (Class),-,-
AX2-gold,gold,Class,Declaration,CEL ASCII format,Declaration: CEL ASCII format (Class),TP,matched pred AX5
AX2-pred,pred,Class,Declaration,CEL File Format,Declaration: CEL File Format (Class),-,-
AX3-gold,gold,Class,Declaration,CEL binary format,Declaration: CEL binary format (Class),TP,matched pred AX28
AX3-pred,pred,Class,Declaration,Open Data Format,Declaration: Open Data Format (Class),-,-
AX4-gold,gold,Class,Declaration,Development status,Declaration: Development status (Class),TP,matched pred AX16
AX4-pred,pred,Class,Declaration,Development Model,Declaration: Development Model (Class),-,-
AX5-gold,gold,Class,Declaration,Free,Declaration: Free (Class),TP,matched pred AX19
AX5-pred,pred,Class,Declaration,Free,Declaration: Free (Class),-,-
AX6-gold,gold,Class,SubClassOf,Free,Free ⊑ Purchase cost,Mismatch,pred AX20 differs: class 'Purchase cost' not aligned to 'Pricing Model'
AX6-pred,pred,Class,SubClassOf,Free,Free ⊑ Pricing Model,-,-
AX7-gold,gold,Class,Declaration,GIF,Declaration: GIF (Class),Skip,subject 'GIF' not in alignment table
AX7-pred,pred,-,-,-,(subject not in alignment table),-,-
AX8-gold,gold,Class,Declaration,Maintained,Declaration: Maintained (Class),TP,matched pred AX1
AX8-pred,pred,Class,Declaration,Actively Maintained,Declaration: Actively Maintained (Class),-,-
AX9-gold,gold,Class,SubClassOf,Maintained,Maintained ⊑ Development status,Mismatch,pred AX2 differs: class 'Development status' not aligned to 'Maintenance Status'
AX9-pred,pred,Class,SubClassOf,Actively Maintained,Actively Maintained ⊑ Maintenance Status,-,-
AX10-gold,gold,Class,Declaration,Not Free,Declaration: Not Free (Class),TP,matched pred AX26
AX10-pred,pred,Class,Declaration,Non-Free,Declaration: Non-Free (Class),-,-
AX11-gold,gold,Class,SubClassOf,Not Free,Not Free ⊑ Purchase cost,Mismatch,pred AX27 differs: class 'Purchase cost' not aligned to 'Pricing Model'
AX11-pred,pred,Class,SubClassOf,Non-Free,Non-Free ⊑ Pricing Model,-,-
AX12-gold,gold,Class,Declaration,Open source software license,Declaration: Open source software license (Class),TP,matched pred AX32
AX12-pred,pred,Class,Declaration,Open Source License,Declaration: Open Source License (Class),-,-
AX13-gold,gold,Class,EquivalentClasses,Open source software license,Open source software license ≡ ∃has clause.Source code available,FN,pred has no EquivalentClasses axiom on 'Open Source License'
AX13-pred,pred,-,-,-,(no pred axiom on aligned subject),-,-
AX14-gold,gold,Class,SubClassOf,Open source software license,Open source software license ⊑ licence,Mismatch,pred AX33 differs: class 'licence' not aligned to 'Software License'
AX14-pred,pred,Class,SubClassOf,Open Source License,Open Source License ⊑ Software License,-,-
AX15-gold,gold,Class,SubClassOf,Open source software license,Open source software license ⊑ ∃has clause.Source code available,FN,pred has no SubClassOf axiom on 'Open Source License'
AX15-pred,pred,-,-,-,(no pred axiom on aligned subject),-,-
AX16-gold,gold,Class,Declaration,PROcess,Declaration: PROcess (Class),Skip,subject 'PROcess' not in alignment table
AX16-pred,pred,-,-,-,(subject not in alignment table),-,-
AX17-gold,gold,Class,Declaration,Purchase cost,Declaration: Purchase cost (Class),Skip,subject 'Purchase cost' not in alignment table
AX17-pred,pred,-,-,-,(subject not in alignment table),-,-
AX18-gold,gold,Class,Declaration,Source code available,Declaration: Source code available (Class),TP,matched pred AX30
AX18-pred,pred,Class,Declaration,Open Source Development,Declaration: Open Source Development (Class),-,-
AX19-gold,gold,Class,Declaration,XML,Declaration: XML (Class),Skip,subject 'XML' not in alignment table
AX19-pred,pred,-,-,-,(subject not in alignment table),-,-
