PropertyType,GoldPredicate,PredPredicate,GoldPredicateNorm,PredPredicateNorm,GoldType,PredType,TypeVerdict,GoldDomain,PredDomain,GoldDomainNorm,PredDomainNorm,DomainStatus,GoldRange,PredRange,GoldRangeNorm,PredRangeNorm,RangeStatus,FullMatch,Note
ObjectProperty,assignee,assignee,assignee,assignee,ObjectProperty,ObjectProperty,tp,,Rule,,rule,fp,Party,Party,party,party,tp,NO,
ObjectProperty,assigner,assigner,assigner,assigner,ObjectProperty,ObjectProperty,tp,,Rule,,rule,fp,Party,Party,party,party,tp,NO,
ObjectProperty,conflict,conflict strategy,conflict,conflictstrategy,ObjectProperty,ObjectProperty,tp,Policy,Policy,policy,policy,tp,ConflictTerm,Conflict Strategy,conflictterm,conflictstrategy,tp,YES,
ObjectProperty,consequence,consequence,consequence,consequence,ObjectProperty,ObjectProperty,tp,Duty,Duty,duty,duty,tp,Duty,Duty,duty,duty,tp,YES,
ObjectProperty,constraint,constraint of,constraint,constraintof,ObjectProperty,ObjectProperty,tp,,Constraint,,constraint,fp,,Rule,,rule,fp,NO,
ObjectProperty,inheritFrom,inherits from,inheritfrom,inheritsfrom,ObjectProperty,ObjectProperty,tp,Policy,Policy,policy,policy,tp,Policy,Policy,policy,policy,tp,YES,
ObjectProperty,operator,operator of,operator,operatorof,ObjectProperty,ObjectProperty,tp,Constraint,Operator,constraint,operator,mismatch,Operator,Constraint,operator,constraint,mismatch,NO,
ObjectProperty,partOf,part of,partof,partof,ObjectProperty,ObjectProperty,tp,,Constraint,,constraint,fp,,Logical Constraint,,logicalconstraint,fp,NO,
ObjectProperty,remedy,remedy,remedy,remedy,ObjectProperty,ObjectProperty,tp,Prohibition,Prohibition,prohibition,prohibition,tp,Duty,Duty,duty,duty,tp,YES,
ObjectProperty,target,target,target,target,ObjectProperty,ObjectProperty,tp,,Rule,,rule,fp,Asset,Asset,asset,asset,tp,NO,
