prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,eaten-by,eaten by,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,eats,eats,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,eaten-by,eaten by animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9077; levenshtein=0.5385; semantic=0.7788; sequence_match=0.7000,False,0.7955,False,gold already mapped to 'eaten by'
ObjectProperty,eats,eats plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.6737; sequence_match=0.6154,False,0.726,False,gold already mapped to 'eats'
ObjectProperty,eaten-by,eats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8083; levenshtein=0.4286; semantic=0.7531; sequence_match=0.5455,False,0.7023,False,gold already mapped to 'eaten by'
ObjectProperty,eats,eaten by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8083; levenshtein=0.4286; semantic=0.7531; sequence_match=0.5455,False,0.7023,False,gold already mapped to 'eats'
ObjectProperty,has-part,eats plant,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7566; levenshtein=0.5556; semantic=0.4526; sequence_match=0.6250,False,0.6457,False,top-3 avg score 0.6457 < final_threshold 0.7
ObjectProperty,eats,plant eats,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5741; levenshtein=0.4444; semantic=0.6955; sequence_match=0.6154,False,0.6283,False,top-3 avg score 0.6283 < final_threshold 0.7
ObjectProperty,eaten-by,eats plant,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6720; levenshtein=0.3333; semantic=0.6780; sequence_match=0.5000,False,0.6166,False,top-3 avg score 0.6166 < final_threshold 0.7
ObjectProperty,eats,eaten by animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6603; levenshtein=0.2308; semantic=0.6086; sequence_match=0.3529,False,0.5406,False,top-3 avg score 0.5406 < final_threshold 0.7
ObjectProperty,eaten-by,plant eats,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5886; levenshtein=0.3333; semantic=0.6533; sequence_match=0.3750,False,0.539,False,top-3 avg score 0.5390 < final_threshold 0.7
ObjectProperty,has-part,eats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.1429; semantic=0.5361; sequence_match=0.3636,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.7
ObjectProperty,is-part-of,eats plant,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.3866; sequence_match=0.4706,False,0.4462,False,top-3 avg score 0.4462 < final_threshold 0.7
ObjectProperty,is-part-of,eats,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.4611; sequence_match=0.1667,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eats plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.3697; sequence_match=0.3478,False,0.4295,False,top-3 avg score 0.4295 < final_threshold 0.7
ObjectProperty,has-part,plant eats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5053; levenshtein=0.2222; semantic=0.4751; sequence_match=0.2500,False,0.4101,False,top-3 avg score 0.4101 < final_threshold 0.7
ObjectProperty,is-part-of,eaten by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.4502; sequence_match=0.2667,False,0.4096,False,top-3 avg score 0.4096 < final_threshold 0.7
ObjectProperty,has-part,eaten by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.4895; sequence_match=0.2857,False,0.4013,False,top-3 avg score 0.4013 < final_threshold 0.7
ObjectProperty,is-proper-part-of,plant eats,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5767; levenshtein=0.2143; semantic=0.3987; sequence_match=0.0870,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eaten by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.4248; sequence_match=0.2857,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.7
ObjectProperty,is-part-of,plant eats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.3953; sequence_match=0.1176,False,0.3608,False,top-3 avg score 0.3608 < final_threshold 0.7
ObjectProperty,has-part,eaten by animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.4256; sequence_match=0.2000,False,0.3559,False,top-3 avg score 0.3559 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eats,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3810; levenshtein=0.2143; semantic=0.4414; sequence_match=0.1111,False,0.3455,False,top-3 avg score 0.3455 < final_threshold 0.7
ObjectProperty,is-part-of,eaten by animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4679; levenshtein=0.0769; semantic=0.3471; sequence_match=0.1905,False,0.3352,False,top-3 avg score 0.3352 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eaten by animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4322; levenshtein=0.0000; semantic=0.3381; sequence_match=0.1481,False,0.3062,False,top-3 avg score 0.3062 < final_threshold 0.7
