role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
class,wine,wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
class,vintage,vintage,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
class,winegrape,grape,semantic+sequence_match+levenshtein,jaro_winkler=0.4370; levenshtein=0.5556; semantic=0.9216; sequence_match=0.7143,False,0.7305,True,selected
class,redwine,region,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7968; levenshtein=0.4286; semantic=0.5113; sequence_match=0.6154,False,0.6412,True,selected
class,vintageyear,vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9273; levenshtein=0.6364; semantic=0.8827; sequence_match=0.7778,False,0.8626,False,pred already taken by 'vintage' (higher averaged score)
class,winegrape,wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.8630; sequence_match=0.6154,False,0.7891,False,pred already taken by 'wine' (higher averaged score)
class,redwine,wine,semantic+sequence_match+levenshtein,jaro_winkler=0.4643; levenshtein=0.5714; semantic=0.8363; sequence_match=0.7273,False,0.7117,False,pred already taken by 'wine' (higher averaged score)
class,whitewine,wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6944; levenshtein=0.4444; semantic=0.7709; sequence_match=0.6154,False,0.6936,False,pred already taken by 'wine' (higher averaged score)
class,winedescriptor,wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8571; levenshtein=0.2857; semantic=0.7451; sequence_match=0.4444,False,0.6822,False,pred already taken by 'wine' (higher averaged score)
class,winegrape,grapevariety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.8157; sequence_match=0.4762,False,0.6343,False,gold already mapped to 'grape'
class,vintageyear,wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6742; levenshtein=0.2727; semantic=0.7019; sequence_match=0.4000,False,0.5920,False,top-3 avg score 0.5920 < final_threshold 0.6
class,wine,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.4286; semantic=0.6225; sequence_match=0.5455,False,0.5877,False,top-3 avg score 0.5877 < final_threshold 0.6
class,vintage,wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.4286; semantic=0.6225; sequence_match=0.5455,False,0.5877,False,top-3 avg score 0.5877 < final_threshold 0.6
class,zinfandel,wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5741; levenshtein=0.3333; semantic=0.6978; sequence_match=0.4615,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.6
class,winegrape,vintage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6899; levenshtein=0.4444; semantic=0.5941; sequence_match=0.3750,False,0.5762,False,top-3 avg score 0.5762 < final_threshold 0.6
class,zinfandel,vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.5410; sequence_match=0.5000,False,0.5710,False,top-3 avg score 0.5710 < final_threshold 0.6
class,redwine,grapevariety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6349; levenshtein=0.2500; semantic=0.6478; sequence_match=0.4211,False,0.5679,False,top-3 avg score 0.5679 < final_threshold 0.6
class,whitebordeaux,wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6603; levenshtein=0.2308; semantic=0.6743; sequence_match=0.3529,False,0.5625,False,top-3 avg score 0.5625 < final_threshold 0.6
class,redwine,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.1429; semantic=0.7256; sequence_match=0.3333,False,0.5403,False,top-3 avg score 0.5403 < final_threshold 0.6
class,vintageyear,grapevariety,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6730; levenshtein=0.0833; semantic=0.6517; sequence_match=0.2609,False,0.5285,False,top-3 avg score 0.5285 < final_threshold 0.6
class,whitewine,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5960; sequence_match=0.3750,False,0.5194,False,top-3 avg score 0.5194 < final_threshold 0.6
class,vintage,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.6333; sequence_match=0.3333,False,0.5095,False,top-3 avg score 0.5095 < final_threshold 0.6
class,bordeaux,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.6734; sequence_match=0.3077,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.6
class,zinfandel,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.6499; sequence_match=0.2857,False,0.4921,False,top-3 avg score 0.4921 < final_threshold 0.6
class,wine,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.7611; sequence_match=0.2222,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.6
class,redwine,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.6081; sequence_match=0.4286,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.6
class,redbordeaux,grapevariety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.5576; sequence_match=0.3478,False,0.4875,False,top-3 avg score 0.4875 < final_threshold 0.6
class,winedescriptor,grapevariety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5246; levenshtein=0.2857; semantic=0.6230; sequence_match=0.3077,False,0.4851,False,top-3 avg score 0.4851 < final_threshold 0.6
class,vintage,grapevariety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.5816; sequence_match=0.3158,False,0.4830,False,top-3 avg score 0.4830 < final_threshold 0.6
class,redbordeaux,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.6667; sequence_match=0.2500,False,0.4813,False,top-3 avg score 0.4813 < final_threshold 0.6
class,redbordeaux,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5909; levenshtein=0.2727; semantic=0.4998; sequence_match=0.3529,False,0.4812,False,top-3 avg score 0.4812 < final_threshold 0.6
class,vintageyear,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.6555; sequence_match=0.2500,False,0.4776,False,top-3 avg score 0.4776 < final_threshold 0.6
class,whitebordeaux,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5531; levenshtein=0.1538; semantic=0.5791; sequence_match=0.3000,False,0.4774,False,top-3 avg score 0.4774 < final_threshold 0.6
class,winedescriptor,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5654; sequence_match=0.2857,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.6
class,wine,grapevariety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.6964; sequence_match=0.2500,False,0.4636,False,top-3 avg score 0.4636 < final_threshold 0.6
class,whitewine,grapevariety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.6613; sequence_match=0.1905,False,0.4598,False,top-3 avg score 0.4598 < final_threshold 0.6
class,wine,region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.5108; sequence_match=0.4000,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.6
class,bordeaux,wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.6715; sequence_match=0.1667,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
class,bordeaux,grapevariety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.5654; sequence_match=0.3000,False,0.4320,False,top-3 avg score 0.4320 < final_threshold 0.6
class,winegrape,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5370; levenshtein=0.2222; semantic=0.4905; sequence_match=0.2667,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.6
class,whitebordeaux,grapevariety,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4637; levenshtein=0.2308; semantic=0.5949; sequence_match=0.1600,False,0.4298,False,top-3 avg score 0.4298 < final_threshold 0.6
class,whitewine,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.1111; semantic=0.7009; sequence_match=0.1429,False,0.4269,False,top-3 avg score 0.4269 < final_threshold 0.6
class,whitebordeaux,grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4256; levenshtein=0.1538; semantic=0.6660; sequence_match=0.1111,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.6
class,redbordeaux,wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.6598; sequence_match=0.1333,False,0.4134,False,top-3 avg score 0.4134 < final_threshold 0.6
class,zinfandel,grapevariety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.5819; sequence_match=0.1905,False,0.4118,False,top-3 avg score 0.4118 < final_threshold 0.6
class,vintage,region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.4866; sequence_match=0.3077,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.6
class,zinfandel,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.4173; sequence_match=0.2667,False,0.4008,False,top-3 avg score 0.4008 < final_threshold 0.6
class,whitewine,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.4335; sequence_match=0.2667,False,0.4000,False,top-3 avg score 0.4000 < final_threshold 0.6
class,winedescriptor,grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4238; levenshtein=0.1429; semantic=0.6297; sequence_match=0.1053,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.6
class,vintageyear,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4798; levenshtein=0.0909; semantic=0.4768; sequence_match=0.2353,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.6
class,bordeaux,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.5122; sequence_match=0.1429,False,0.3897,False,top-3 avg score 0.3897 < final_threshold 0.6
class,whitebordeaux,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.0769; semantic=0.4420; sequence_match=0.2105,False,0.3728,False,top-3 avg score 0.3728 < final_threshold 0.6
class,winedescriptor,region,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4603; levenshtein=0.2143; semantic=0.4425; sequence_match=0.2000,False,0.3724,False,top-3 avg score 0.3724 < final_threshold 0.6
class,bordeaux,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.6070; sequence_match=0.1333,False,0.3619,False,top-3 avg score 0.3619 < final_threshold 0.6
class,redbordeaux,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.6004; sequence_match=0.1111,False,0.3447,False,top-3 avg score 0.3447 < final_threshold 0.6
