id,source,term_type,axiom_type,term,dl,status,note
AX1-gold,gold,Class,SubClassOf,CarnivorousPlant,CarnivorousPlant ⊑ plant,Skip,subject 'CarnivorousPlant' not in alignment table
AX1-pred,pred,-,-,-,(subject not in alignment table),-,-
AX2-gold,gold,Class,SubClassOf,CarnivorousPlant,CarnivorousPlant ⊑ ∃eats.animal,Skip,subject 'CarnivorousPlant' not in alignment table
AX2-pred,pred,-,-,-,(subject not in alignment table),-,-
AX3-gold,gold,Class,DisjointClasses,Omnivore,"DisjointClasses(Omnivore, carnivore)",FN,pred has no DisjointClasses axiom on 'Omnivore'
AX3-pred,pred,-,-,-,(no pred axiom on aligned subject),-,-
AX4-gold,gold,Class,DisjointClasses,Omnivore,"DisjointClasses(Omnivore, herbivore)",FN,pred has no DisjointClasses axiom on 'Omnivore'
AX4-pred,pred,-,-,-,(no pred axiom on aligned subject),-,-
AX5-gold,gold,Class,EquivalentClasses,Omnivore,Omnivore ≡ (∃eats.animal ⊓ ∃eats.plant ⊓ ∃eats.(∃is-part-of.animal ⊔ ∃is-part-of.plant)),FN,pred has no EquivalentClasses axiom on 'Omnivore'
AX5-pred,pred,-,-,-,(no pred axiom on aligned subject),-,-
AX6-gold,gold,Class,SubClassOf,Omnivore,Omnivore ⊑ animal,TP,matched pred AX12
AX6-pred,pred,Class,SubClassOf,Omnivore,Omnivore ⊑ Animal,-,-
AX7-gold,gold,Class,SubClassOf,PlantParts,PlantParts ⊑ ∃is-proper-part-of.plant,Skip,subject 'PlantParts' not in alignment table
AX7-pred,pred,-,-,-,(subject not in alignment table),-,-
AX8-gold,gold,Class,DisjointClasses,animal,"DisjointClasses(animal, plant)",TP,matched pred AX2
AX8-pred,pred,Class,DisjointClasses,Animal,"DisjointClasses(Animal, Plant)",-,-
AX9-gold,gold,Class,DisjointClasses,carnivore,"DisjointClasses(carnivore, herbivore)",TP,matched pred AX5
AX9-pred,pred,Class,DisjointClasses,Carnivore,"DisjointClasses(Carnivore, Herbivore)",-,-
AX10-gold,gold,Class,EquivalentClasses,carnivore,carnivore ≡ (∀eats.animal ⊔ ∀eats.∃is-part-of.animal),FN,pred has no EquivalentClasses axiom on 'Carnivore'
AX10-pred,pred,-,-,-,(no pred axiom on aligned subject),-,-
AX11-gold,gold,Class,SubClassOf,carnivore,carnivore ⊑ animal,TP,matched pred AX7
AX11-pred,pred,Class,SubClassOf,Carnivore,Carnivore ⊑ Animal,-,-
AX12-gold,gold,Class,EquivalentClasses,herbivore,herbivore ≡ (∀eats.plant ⊔ ∀eats.∃is-part-of.plant),FN,pred has no EquivalentClasses axiom on 'Herbivore'
AX12-pred,pred,-,-,-,(no pred axiom on aligned subject),-,-
AX13-gold,gold,Class,SubClassOf,herbivore,herbivore ⊑ animal,TP,matched pred AX10
AX13-pred,pred,Class,SubClassOf,Herbivore,Herbivore ⊑ Animal,-,-
AX14-gold,gold,Class,SubClassOf,lion,lion ⊑ animal,Skip,subject 'lion' not in alignment table
AX14-pred,pred,-,-,-,(subject not in alignment table),-,-
AX15-gold,gold,Class,SubClassOf,lion,lion ⊑ ∀eats.herbivore,Skip,subject 'lion' not in alignment table
AX15-pred,pred,-,-,-,(subject not in alignment table),-,-
AX16-gold,gold,ObjectProperty,InverseOf,eaten-by,eaten-by ≡ eats⁻,TP,matched pred AX27
AX16-pred,pred,ObjectProperty,InverseOf,is eaten by,is eaten by ≡ eats⁻,-,-
AX17-gold,gold,ObjectProperty,InverseOf,eats,eats ≡ eaten-by⁻,TP,matched pred AX18
AX17-pred,pred,ObjectProperty,InverseOf,eats,eats ≡ is eaten by⁻,-,-
AX18-gold,gold,ObjectProperty,Range,eats,⊤ ⊑ ∀eats.(animal ⊔ plant ⊔ ∃is-part-of.animal ⊔ ∃is-part-of.plant),Mismatch,pred AX19 differs: expr_type ObjectUnionOf vs Class
AX18-pred,pred,ObjectProperty,Range,eats,⊤ ⊑ ∀eats.Organism,-,-
AX19-gold,gold,ObjectProperty,Characteristics,has-part,Transitive(has-part),Skip,subject 'has-part' not in alignment table
AX19-pred,pred,-,-,-,(subject not in alignment table),-,-
AX20-gold,gold,ObjectProperty,InverseOf,has-part,has-part ≡ is-part-of⁻,Skip,subject 'has-part' not in alignment table
AX20-pred,pred,-,-,-,(subject not in alignment table),-,-
AX21-gold,gold,ObjectProperty,Characteristics,is-part-of,Transitive(is-part-of),Skip,subject 'is-part-of' not in alignment table
AX21-pred,pred,-,-,-,(subject not in alignment table),-,-
AX22-gold,gold,ObjectProperty,Characteristics,is-part-of,Reflexive(is-part-of),Skip,subject 'is-part-of' not in alignment table
AX22-pred,pred,-,-,-,(subject not in alignment table),-,-
AX23-gold,gold,ObjectProperty,InverseOf,is-part-of,is-part-of ≡ has-part⁻,Skip,subject 'is-part-of' not in alignment table
AX23-pred,pred,-,-,-,(subject not in alignment table),-,-
AX24-gold,gold,ObjectProperty,Characteristics,is-proper-part-of,Irreflexive(is-proper-part-of),Skip,subject 'is-proper-part-of' not in alignment table
AX24-pred,pred,-,-,-,(subject not in alignment table),-,-
AX25-gold,gold,ObjectProperty,SubPropertyOf,is-proper-part-of,is-proper-part-of ⊑ is-part-of,Skip,subject 'is-proper-part-of' not in alignment table
AX25-pred,pred,-,-,-,(subject not in alignment table),-,-
AX1-pred,pred,Class,Declaration,Animal,Declaration: Animal (Class),FP,pred Declaration axiom on 'Animal' not matched by any gold axiom on 'animal'
AX1-gold,gold,-,-,-,(no gold counterpart),-,-
AX3-pred,pred,Class,SubClassOf,Animal,Animal ⊑ Organism,FP,pred SubClassOf axiom on 'Animal' not matched by any gold axiom on 'animal'
AX3-gold,gold,-,-,-,(no gold counterpart),-,-
AX4-pred,pred,Class,Declaration,Carnivore,Declaration: Carnivore (Class),FP,pred Declaration axiom on 'Carnivore' not matched by any gold axiom on 'carnivore'
AX4-gold,gold,-,-,-,(no gold counterpart),-,-
AX6-pred,pred,Class,DisjointClasses,Carnivore,"DisjointClasses(Carnivore, Omnivore)",FP,pred DisjointClasses axiom on 'Carnivore' not matched by any gold axiom on 'carnivore'
AX6-gold,gold,-,-,-,(no gold counterpart),-,-
AX8-pred,pred,Class,Declaration,Herbivore,Declaration: Herbivore (Class),FP,pred Declaration axiom on 'Herbivore' not matched by any gold axiom on 'herbivore'
AX8-gold,gold,-,-,-,(no gold counterpart),-,-
AX9-pred,pred,Class,DisjointClasses,Herbivore,"DisjointClasses(Herbivore, Omnivore)",FP,pred DisjointClasses axiom on 'Herbivore' not matched by any gold axiom on 'herbivore'
AX9-gold,gold,-,-,-,(no gold counterpart),-,-
AX11-pred,pred,Class,Declaration,Omnivore,Declaration: Omnivore (Class),FP,pred Declaration axiom on 'Omnivore' not matched by any gold axiom on 'Omnivore'
AX11-gold,gold,-,-,-,(no gold counterpart),-,-
AX14-pred,pred,Class,Declaration,Plant,Declaration: Plant (Class),FP,pred Declaration axiom on 'Plant' not matched by any gold axiom on 'plant'
AX14-gold,gold,-,-,-,(no gold counterpart),-,-
AX15-pred,pred,Class,SubClassOf,Plant,Plant ⊑ Organism,FP,pred SubClassOf axiom on 'Plant' not matched by any gold axiom on 'plant'
AX15-gold,gold,-,-,-,(no gold counterpart),-,-
AX16-pred,pred,ObjectProperty,Declaration,eats,Declaration: eats (ObjectProperty),FP,pred Declaration axiom on 'eats' not matched by any gold axiom on 'eats'
AX16-gold,gold,-,-,-,(no gold counterpart),-,-
