id,source,term_type,axiom_type,term,dl,status,note
AX1-gold,gold,Class,SubClassOf,AssetCollection,AssetCollection ⊑ Asset,Skip,subject 'AssetCollection' not in alignment table
AX1-pred,pred,-,-,-,(subject not in alignment table),-,-
AX2-gold,gold,Class,DisjointClasses,Duty,"DisjointClasses(Duty, Permission)",TP,matched pred AX9
AX2-pred,pred,Class,DisjointClasses,Duty,"DisjointClasses(Duty, Permission)",-,-
AX3-gold,gold,Class,DisjointClasses,Duty,"DisjointClasses(Duty, Prohibition)",TP,matched pred AX10
AX3-pred,pred,Class,DisjointClasses,Duty,"DisjointClasses(Duty, Prohibition)",-,-
AX4-gold,gold,Class,SubClassOf,Duty,Duty ⊑ Rule,TP,matched pred AX11
AX4-pred,pred,Class,SubClassOf,Duty,Duty ⊑ Rule,-,-
AX5-gold,gold,Class,DisjointClasses,Permission,"DisjointClasses(Permission, Prohibition)",TP,matched pred AX15
AX5-pred,pred,Class,DisjointClasses,Permission,"DisjointClasses(Permission, Prohibition)",-,-
AX6-gold,gold,Class,SubClassOf,Permission,Permission ⊑ Rule,TP,matched pred AX16
AX6-pred,pred,Class,SubClassOf,Permission,Permission ⊑ Rule,-,-
AX7-gold,gold,Class,SubClassOf,Prohibition,Prohibition ⊑ Rule,TP,matched pred AX19
AX7-pred,pred,Class,SubClassOf,Prohibition,Prohibition ⊑ Rule,-,-
AX8-gold,gold,ObjectProperty,Domain,action,∃action.⊤ ⊑ (Policy ⊔ Rule),Skip,subject 'action' not in alignment table
AX8-pred,pred,-,-,-,(subject not in alignment table),-,-
AX9-gold,gold,ObjectProperty,Range,action,⊤ ⊑ ∀action.Action,Skip,subject 'action' not in alignment table
AX9-pred,pred,-,-,-,(subject not in alignment table),-,-
AX10-gold,gold,ObjectProperty,SubPropertyOf,and,and ⊑ operand,Skip,subject 'and' not in alignment table
AX10-pred,pred,-,-,-,(subject not in alignment table),-,-
AX11-gold,gold,ObjectProperty,SubPropertyOf,andSequence,andSequence ⊑ operand,Skip,subject 'andSequence' not in alignment table
AX11-pred,pred,-,-,-,(subject not in alignment table),-,-
AX12-gold,gold,ObjectProperty,Domain,assignee,∃assignee.⊤ ⊑ (Policy ⊔ Rule),Skip,subject 'assignee' not in alignment table
AX12-pred,pred,-,-,-,(subject not in alignment table),-,-
AX13-gold,gold,ObjectProperty,Range,assignee,⊤ ⊑ ∀assignee.Party,Skip,subject 'assignee' not in alignment table
AX13-pred,pred,-,-,-,(subject not in alignment table),-,-
AX14-gold,gold,ObjectProperty,SubPropertyOf,assignee,assignee ⊑ function,Skip,subject 'assignee' not in alignment table
AX14-pred,pred,-,-,-,(subject not in alignment table),-,-
