id,source,term_type,axiom_type,term,dl,status,note
AX1-gold,gold,Class,SubClassOf,Collection,Collection ⊑ Achievement,Skip,subject 'Collection' not in alignment table
AX1-pred,pred,-,-,-,(subject not in alignment table),-,-
AX2-gold,gold,Class,SubClassOf,Completion,Completion ⊑ Achievement,FN,pred has no SubClassOf axiom on 'Location'
AX2-pred,pred,-,-,-,(no pred axiom on aligned subject),-,-
AX3-gold,gold,Class,SubClassOf,Curiosity,Curiosity ⊑ Achievement,Skip,subject 'Curiosity' not in alignment table
AX3-pred,pred,-,-,-,(subject not in alignment table),-,-
AX4-gold,gold,Class,SubClassOf,Fandom,Fandom ⊑ Achievement,Skip,subject 'Fandom' not in alignment table
AX4-pred,pred,-,-,-,(subject not in alignment table),-,-
AX5-gold,gold,Class,SubClassOf,GameProduct,GameProduct ⊑ (Achievement ⊔ Character ⊔ Game ⊔ Item ⊔ PlayingArea),Skip,subject 'GameProduct' not in alignment table
AX5-pred,pred,-,-,-,(subject not in alignment table),-,-
AX6-gold,gold,Class,SubClassOf,HardMode,HardMode ⊑ Achievement,Skip,subject 'HardMode' not in alignment table
AX6-pred,pred,-,-,-,(subject not in alignment table),-,-
AX7-gold,gold,Class,SubClassOf,Loyalty,Loyalty ⊑ Achievement,Skip,subject 'Loyalty' not in alignment table
AX7-pred,pred,-,-,-,(subject not in alignment table),-,-
AX8-gold,gold,Class,SubClassOf,Luck,Luck ⊑ Achievement,Skip,subject 'Luck' not in alignment table
AX8-pred,pred,-,-,-,(subject not in alignment table),-,-
AX9-gold,gold,Class,SubClassOf,Paragon,Paragon ⊑ Achievement,Skip,subject 'Paragon' not in alignment table
AX9-pred,pred,-,-,-,(subject not in alignment table),-,-
AX10-gold,gold,Class,SubClassOf,SpecialPlayStyle,SpecialPlayStyle ⊑ Achievement,Skip,subject 'SpecialPlayStyle' not in alignment table
AX10-pred,pred,-,-,-,(subject not in alignment table),-,-
AX11-gold,gold,Class,SubClassOf,Tutorial,Tutorial ⊑ Achievement,Skip,subject 'Tutorial' not in alignment table
AX11-pred,pred,-,-,-,(subject not in alignment table),-,-
AX12-gold,gold,Class,SubClassOf,Veteran,Veteran ⊑ Achievement,Skip,subject 'Veteran' not in alignment table
AX12-pred,pred,-,-,-,(subject not in alignment table),-,-
AX13-gold,gold,Class,SubClassOf,Virtuosity,Virtuosity ⊑ Achievement,Skip,subject 'Virtuosity' not in alignment table
AX13-pred,pred,-,-,-,(subject not in alignment table),-,-
AX14-gold,gold,ObjectProperty,Domain,hasAchievement,∃hasAchievement.⊤ ⊑ Game,Mismatch,pred AX72 differs: expr_type Class vs ObjectUnionOf
AX14-pred,pred,ObjectProperty,Domain,has achievement,∃has achievement.⊤ ⊑ (Player ⊔ Game),-,-
AX15-gold,gold,ObjectProperty,InverseOf,hasAchievement,hasAchievement ≡ isAchievementInGame⁻,TP,matched pred AX73
AX15-pred,pred,ObjectProperty,InverseOf,has achievement,has achievement ≡ is achievement of⁻,-,-
AX16-gold,gold,ObjectProperty,Range,hasAchievement,⊤ ⊑ ∀hasAchievement.Achievement,TP,matched pred AX74
AX16-pred,pred,ObjectProperty,Range,has achievement,⊤ ⊑ ∀has achievement.Achievement,-,-
AX17-gold,gold,ObjectProperty,Domain,hasCharacter,∃hasCharacter.⊤ ⊑ Game,Skip,subject 'hasCharacter' not in alignment table
AX17-pred,pred,-,-,-,(subject not in alignment table),-,-
AX18-gold,gold,ObjectProperty,InverseOf,hasCharacter,hasCharacter ≡ isCharacterInGame⁻,Skip,subject 'hasCharacter' not in alignment table
AX18-pred,pred,-,-,-,(subject not in alignment table),-,-
AX19-gold,gold,ObjectProperty,Range,hasCharacter,⊤ ⊑ ∀hasCharacter.Character,Skip,subject 'hasCharacter' not in alignment table
AX19-pred,pred,-,-,-,(subject not in alignment table),-,-
AX20-gold,gold,ObjectProperty,Domain,hasFeature,∃hasFeature.⊤ ⊑ Item,Skip,subject 'hasFeature' not in alignment table
AX20-pred,pred,-,-,-,(subject not in alignment table),-,-
AX21-gold,gold,ObjectProperty,Range,hasFeature,⊤ ⊑ ∀hasFeature.Feature,Skip,subject 'hasFeature' not in alignment table
AX21-pred,pred,-,-,-,(subject not in alignment table),-,-
AX22-gold,gold,ObjectProperty,Domain,hasGameGenre,∃hasGameGenre.⊤ ⊑ Game,TP,matched pred AX84
AX22-pred,pred,ObjectProperty,Domain,has genre,∃has genre.⊤ ⊑ Game,-,-
AX23-gold,gold,ObjectProperty,Range,hasGameGenre,⊤ ⊑ ∀hasGameGenre.Genre,TP,matched pred AX86
AX23-pred,pred,ObjectProperty,Range,has genre,⊤ ⊑ ∀has genre.Genre,-,-
AX24-gold,gold,ObjectProperty,Domain,hasItem,∃hasItem.⊤ ⊑ Game,Mismatch,pred AX88 differs: expr_type Class vs ObjectUnionOf
AX24-pred,pred,ObjectProperty,Domain,has item,∃has item.⊤ ⊑ (Player ⊔ Game),-,-
AX25-gold,gold,ObjectProperty,Range,hasItem,⊤ ⊑ ∀hasItem.Item,TP,matched pred AX90
AX25-pred,pred,ObjectProperty,Range,has item,⊤ ⊑ ∀has item.Item,-,-
AX26-gold,gold,ObjectProperty,Domain,hasLeaderboard,∃hasLeaderboard.⊤ ⊑ Game,Skip,subject 'hasLeaderboard' not in alignment table
AX26-pred,pred,-,-,-,(subject not in alignment table),-,-
AX27-gold,gold,ObjectProperty,InverseOf,hasLeaderboard,hasLeaderboard ≡ isLeaderboardInGame⁻,Skip,subject 'hasLeaderboard' not in alignment table
AX27-pred,pred,-,-,-,(subject not in alignment table),-,-
