gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Bordeaux,Bordeaux,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
RedWine,Red Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Vintage,Vintage,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
WhiteWine,White Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
WineColor,Wine Color,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
wine,Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Zinfandel,Napa Zinfandel,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7863; levenshtein=0.6923; semantic=0.8325; sequence_match=0.8182,False,0.8123,True,selected
WineGrape,Grape,semantic+sequence_match+levenshtein,jaro_winkler=0.4370; levenshtein=0.5556; semantic=0.8778; sequence_match=0.7143,False,0.7159,True,selected
VintageYear,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9273; levenshtein=0.6364; semantic=0.8946; sequence_match=0.7778,False,0.8665,False,pred already taken by 'Vintage' (higher averaged score)
RedBordeaux,Bordeaux,sequence_match+jaro_winkler+semantic,jaro_winkler=0.8258; levenshtein=0.7273; semantic=0.7771; sequence_match=0.8421,False,0.815,False,pred already taken by 'Bordeaux' (higher averaged score)
WineBody,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9000; levenshtein=0.5000; semantic=0.8164; sequence_match=0.6667,False,0.7943,False,pred already taken by 'wine' (higher averaged score)
WineGrape,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.8744; sequence_match=0.6154,False,0.7929,False,pred already taken by 'wine' (higher averaged score)
WineTaste,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.8459; sequence_match=0.6154,False,0.7834,False,pred already taken by 'wine' (higher averaged score)
WineFlavor,Wine Color,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8670; levenshtein=0.6000; semantic=0.7449; sequence_match=0.7368,False,0.7829,False,pred already taken by 'WineColor' (higher averaged score)
WineSugar,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.7925; sequence_match=0.6154,False,0.7656,False,pred already taken by 'wine' (higher averaged score)
WineColor,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.7918; sequence_match=0.6154,False,0.7654,False,gold already mapped to 'Wine Color'
wine,Wine Color,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.7918; sequence_match=0.6154,False,0.7654,False,gold already mapped to 'Wine'
WhiteBordeaux,Bordeaux,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7885; levenshtein=0.6154; semantic=0.7218; sequence_match=0.7619,False,0.7574,False,pred already taken by 'Bordeaux' (higher averaged score)
WineFlavor,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8800; levenshtein=0.4000; semantic=0.7979; sequence_match=0.5714,False,0.7498,False,pred already taken by 'wine' (higher averaged score)
WhiteBordeaux,White Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8256; levenshtein=0.4615; semantic=0.8189; sequence_match=0.5455,False,0.73,False,pred already taken by 'WhiteWine' (higher averaged score)
RedWine,Wine,semantic+sequence_match+levenshtein,jaro_winkler=0.4643; levenshtein=0.5714; semantic=0.8511; sequence_match=0.7273,False,0.7166,False,gold already mapped to 'Red Wine'
wine,Red Wine,semantic+sequence_match+levenshtein,jaro_winkler=0.4643; levenshtein=0.5714; semantic=0.8511; sequence_match=0.7273,False,0.7166,False,gold already mapped to 'Wine'
WineGrape,Wine Color,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8222; levenshtein=0.4444; semantic=0.7574; sequence_match=0.5556,False,0.7117,False,gold already mapped to 'Grape'
WineBody,Wine Color,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8361; levenshtein=0.5556; semantic=0.6950; sequence_match=0.5882,False,0.7065,False,pred already taken by 'WineColor' (higher averaged score)
WhiteWine,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6944; levenshtein=0.4444; semantic=0.7946; sequence_match=0.6154,False,0.7015,False,gold already mapped to 'White Wine'
wine,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6944; levenshtein=0.4444; semantic=0.7946; sequence_match=0.6154,False,0.7015,False,gold already mapped to 'Wine'
WineSugar,Wine Color,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8222; levenshtein=0.5556; semantic=0.6949; sequence_match=0.5556,False,0.6909,False,pred already taken by 'WineColor' (higher averaged score)
WineDescriptor,Wine Color,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8270; levenshtein=0.5000; semantic=0.6281; sequence_match=0.6087,False,0.6879,False,pred already taken by 'WineColor' (higher averaged score)
RedWine,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6899; levenshtein=0.4444; semantic=0.7269; sequence_match=0.6250,False,0.6806,False,gold already mapped to 'Red Wine'
WhiteWine,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6899; levenshtein=0.4444; semantic=0.7269; sequence_match=0.6250,False,0.6806,False,gold already mapped to 'White Wine'
WineDescriptor,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8571; levenshtein=0.2857; semantic=0.7084; sequence_match=0.4444,False,0.67,False,pred already taken by 'wine' (higher averaged score)
RedBordeaux,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6450; levenshtein=0.3636; semantic=0.8567; sequence_match=0.4444,False,0.6487,False,pred already taken by 'RedWine' (higher averaged score)
WineGrape,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6233; levenshtein=0.2222; semantic=0.8143; sequence_match=0.5000,False,0.6459,False,gold already mapped to 'Grape'
Region,Red Wine,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7968; levenshtein=0.4286; semantic=0.4815; sequence_match=0.6154,False,0.6313,False,pred already taken by 'RedWine' (higher averaged score)
