PropertyType,GoldPredicate,PredPredicate,GoldPredicateNorm,PredPredicateNorm,GoldType,PredType,TypeVerdict,GoldDomain,PredDomain,GoldDomainNorm,PredDomainNorm,DomainStatus,GoldRange,PredRange,GoldRangeNorm,PredRangeNorm,RangeStatus,FullMatch,Note
DatatypeProperty,release date,release date,releasedate,releasedate,DatatypeProperty,DatatypeProperty,tp,Game,Game,game,game,tp,xsd:dateTime,xsd:date,xsddatetime,xsddate,mismatch,NO,
DatatypeProperty,username,username,username,username,DatatypeProperty,DatatypeProperty,tp,Player,Player,player,player,tp,xsd:string,xsd:string,xsdstring,xsdstring,tp,YES,
ObjectProperty,has achievement,has achievement,hasachievement,hasachievement,ObjectProperty,ObjectProperty,tp,Game,Player,game,player,mismatch,Achievement,Achievement,achievement,achievement,tp,NO,
ObjectProperty,has game genre,has genre,hasgamegenre,hasgenre,ObjectProperty,ObjectProperty,tp,Game,Game,game,game,tp,Genre,Genre,genre,genre,tp,YES,
ObjectProperty,has item,has item,hasitem,hasitem,ObjectProperty,ObjectProperty,tp,Game,Game,game,game,tp,Item,Game Item,item,gameitem,tp,YES,
ObjectProperty,has playing area,has playing area,hasplayingarea,hasplayingarea,ObjectProperty,ObjectProperty,tp,Game,Game,game,game,tp,playing area,Playing Area,playingarea,playingarea,tp,YES,
ObjectProperty,involves player,involves game,involvesplayer,involvesgame,ObjectProperty,ObjectProperty,tp,Session,Game Participation,session,gameparticipation,mismatch,Player,Game,player,game,mismatch,NO,
ObjectProperty,is achievement in game,game has achievement,isachievementingame,gamehasachievement,ObjectProperty,ObjectProperty,tp,Achievement,Game,achievement,game,mismatch,Game,Achievement,game,achievement,mismatch,NO,
ObjectProperty,is friend with player,is friend of,isfriendwithplayer,isfriendof,ObjectProperty,ObjectProperty,tp,Player,Player,player,player,tp,Player,Player,player,player,tp,YES,
ObjectProperty,lives in,lives in,livesin,livesin,ObjectProperty,ObjectProperty,tp,Player,Player,player,player,tp,,Location,,location,fp,NO,
ObjectProperty,owns item,has owned item,ownsitem,hasowneditem,ObjectProperty,ObjectProperty,tp,Character,Player Item,character,playeritem,mismatch,Item,Game Item,item,gameitem,tp,NO,
