PropertyType,GoldPredicate,PredPredicate,GoldPredicateNorm,PredPredicateNorm,GoldType,PredType,TypeVerdict,GoldDomain,PredDomain,GoldDomainNorm,PredDomainNorm,DomainStatus,GoldRange,PredRange,GoldRangeNorm,PredRangeNorm,RangeStatus,FullMatch,Note
ObjectProperty,andSequence,has sequence,andsequence,hassequence,ObjectProperty,ObjectProperty,tp,,Rule,,rule,fp,,Sequence,,sequence,fp,NO,
ObjectProperty,consequence,has consequence duty,consequence,hasconsequenceduty,ObjectProperty,ObjectProperty,tp,Duty,Duty,duty,duty,tp,Duty,Duty,duty,duty,tp,YES,
ObjectProperty,constraint,has constraint,constraint,hasconstraint,ObjectProperty,ObjectProperty,tp,,Rule,,rule,fp,,Constraint,,constraint,fp,NO,
ObjectProperty,duty,is duty of,duty,isdutyof,ObjectProperty,ObjectProperty,tp,Permission,Duty,permission,duty,mismatch,Duty,Rule,duty,rule,mismatch,NO,
ObjectProperty,failure,has failure rule,failure,hasfailurerule,ObjectProperty,ObjectProperty,tp,Rule,Rule,rule,rule,tp,Rule,Rule,rule,rule,tp,YES,
ObjectProperty,hasPolicy,has policy,haspolicy,haspolicy,ObjectProperty,ObjectProperty,tp,Asset,Asset,asset,asset,tp,Policy,Policy,policy,policy,tp,YES,
ObjectProperty,obligation,has obligation,obligation,hasobligation,ObjectProperty,ObjectProperty,tp,Policy,Rule,policy,rule,mismatch,Duty,Obligation,duty,obligation,mismatch,NO,
ObjectProperty,operator,has operator,operator,hasoperator,ObjectProperty,ObjectProperty,tp,Constraint,Constraint,constraint,constraint,tp,Operator,Operator,operator,operator,tp,YES,
ObjectProperty,partOf,is party of,partof,ispartyof,ObjectProperty,ObjectProperty,tp,,Party,,party,fp,,Policy,,policy,fp,NO,
ObjectProperty,permission,has permission,permission,haspermission,ObjectProperty,ObjectProperty,tp,Policy,Rule,policy,rule,mismatch,Permission,Permission,permission,permission,tp,NO,
ObjectProperty,prohibition,has prohibition,prohibition,hasprohibition,ObjectProperty,ObjectProperty,tp,Policy,Rule,policy,rule,mismatch,Prohibition,Prohibition,prohibition,prohibition,tp,NO,
ObjectProperty,remedy,has remedy,remedy,hasremedy,ObjectProperty,ObjectProperty,tp,Prohibition,Prohibition,prohibition,prohibition,tp,Duty,Duty,duty,duty,tp,YES,
