gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Asset,Asset,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Constraint,Constraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Duty,Duty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Operator,Operator,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Permission,Permission,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Policy,Policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Prohibition,Prohibition,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Rule,Rule,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
LogicalConstraint,Logical Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8579; levenshtein=0.5882; semantic=0.7335; sequence_match=0.6875,False,0.7596,True,selected
ConflictTerm,Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8498; levenshtein=0.3846; semantic=0.6170; sequence_match=0.5263,False,0.6644,True,selected
LeftOperand,Not Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6414; levenshtein=0.4545; semantic=0.7263; sequence_match=0.5455,False,0.6377,True,selected
Action,Condition,sequence_match+jaro_winkler+semantic,jaro_winkler=0.6630; levenshtein=0.4444; semantic=0.5670; sequence_match=0.6667,False,0.6322,True,selected
