role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,haspermission,haspermission,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasduty,hasduty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasconstraint,hasconstraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasoperator,hasoperator,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,partof,partof,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,inheritsfrom,inheritsfrom,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,consequence,hasconsequence,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8680; levenshtein=0.7857; semantic=0.9272; sequence_match=0.8800,False,0.8917,True,selected
property,remedy,hasremedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.6667; semantic=0.8834; sequence_match=0.8000,False,0.8574,True,selected
property,hasaction,hasviolation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8380; levenshtein=0.5833; semantic=0.5997; sequence_match=0.7619,False,0.7332,True,selected
property,hasprohibition,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8208; levenshtein=0.4286; semantic=0.6242; sequence_match=0.5455,False,0.6635,True,selected
property,scope,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6762; levenshtein=0.4286; semantic=0.7117; sequence_match=0.5000,False,0.6293,True,selected
property,hasconstraint,containsconstraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.6966; levenshtein=0.6667; semantic=0.8901; sequence_match=0.7742,False,0.7870,False,gold already mapped to 'hasconstraint'
property,inheritrelation,inheritsfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8700; levenshtein=0.5333; semantic=0.7857; sequence_match=0.6667,False,0.7741,False,pred already taken by 'inheritsfrom' (higher averaged score)
property,hasconstraint,constrains,sequence_match+semantic+jaro_winkler,jaro_winkler=0.7564; levenshtein=0.6923; semantic=0.7760; sequence_match=0.7826,False,0.7717,False,gold already mapped to 'hasconstraint'
property,hasoperator,appliesoperator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7919; levenshtein=0.6000; semantic=0.7428; sequence_match=0.7692,False,0.7680,False,gold already mapped to 'hasoperator'
property,hasduty,hastype,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8667; levenshtein=0.4286; semantic=0.6797; sequence_match=0.7143,False,0.7535,False,gold already mapped to 'hasduty'
property,hasconstraint,constrainedby,semantic+sequence_match+jaro_winkler,jaro_winkler=0.6838; levenshtein=0.4615; semantic=0.8244; sequence_match=0.6923,False,0.7335,False,gold already mapped to 'hasconstraint'
property,andsequence,hasconsequence,sequence_match+jaro_winkler+levenshtein,jaro_winkler=0.7411; levenshtein=0.6429; semantic=0.4535; sequence_match=0.8000,False,0.7280,False,pred already taken by 'consequence' (higher averaged score)
property,hasprohibition,haspermission,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8448; levenshtein=0.5714; semantic=0.6494; sequence_match=0.6667,False,0.7203,False,pred already taken by 'haspermission' (higher averaged score)
property,hasprohibition,hasviolation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8065; levenshtein=0.5714; semantic=0.6790; sequence_match=0.6154,False,0.7003,False,pred already taken by 'hasaction' (higher averaged score)
property,hasconstraint,hasconsequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8374; levenshtein=0.5714; semantic=0.6348; sequence_match=0.5926,False,0.6883,False,gold already mapped to 'hasconstraint'
property,hasoperator,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8217; levenshtein=0.3636; semantic=0.6487; sequence_match=0.5556,False,0.6753,False,gold already mapped to 'hasoperator'
property,hasaction,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8260; levenshtein=0.3846; semantic=0.6452; sequence_match=0.5455,False,0.6722,False,gold already mapped to 'hasviolation'
