PropertyType,GoldPredicate,PredPredicate,GoldPredicateNorm,PredPredicateNorm,GoldType,PredType,TypeVerdict,GoldDomain,PredDomain,GoldDomainNorm,PredDomainNorm,DomainStatus,GoldRange,PredRange,GoldRangeNorm,PredRangeNorm,RangeStatus,FullMatch,Note
DatatypeProperty,has release date,release date,hasreleasedate,releasedate,DatatypeProperty,DatatypeProperty,tp,,Version,,version,fp,xsd:string,xsd:dateTime,xsdstring,xsddatetime,mismatch,NO,
ObjectProperty,has format specification,has modification,hasformatspecification,hasmodification,ObjectProperty,ObjectProperty,tp,data item,Algorithm,dataitem,algorithm,mismatch,data format specification,Modification,dataformatspecification,modification,mismatch,NO,
ObjectProperty,has function,has documentation,hasfunction,hasdocumentation,ObjectProperty,ObjectProperty,tp,,Software Tool,,softwaretool,fp,function,Documentation,function,documentation,tp,NO,
ObjectProperty,has input,has input format,hasinput,hasinputformat,ObjectProperty,ObjectProperty,tp,,Software Tool,,softwaretool,fp,,Data Format,,dataformat,fp,NO,
ObjectProperty,has license,has license,haslicense,haslicense,ObjectProperty,ObjectProperty,tp,,Software Tool,,softwaretool,fp,,License,,license,fp,NO,
ObjectProperty,has output,has output format,hasoutput,hasoutputformat,ObjectProperty,ObjectProperty,tp,,Software Tool,,softwaretool,fp,,Data Format,,dataformat,fp,NO,
ObjectProperty,has version,has version,hasversion,hasversion,ObjectProperty,ObjectProperty,tp,,Software Tool,,softwaretool,fp,version number,Version,versionnumber,version,tp,NO,
ObjectProperty,implements,implemented in,implements,implementedin,ObjectProperty,ObjectProperty,tp,,Software Tool,,softwaretool,fp,algorithm,Programming Language,algorithm,programminglanguage,mismatch,NO,
ObjectProperty,is developed by,developed by,isdevelopedby,developedby,ObjectProperty,ObjectProperty,tp,,Software Tool,,softwaretool,fp,,Developer,,developer,fp,NO,
ObjectProperty,is software for,software type of,issoftwarefor,softwaretypeof,ObjectProperty,ObjectProperty,tp,,Software Type,,softwaretype,fp,,Software Tool,,softwaretool,fp,NO,
ObjectProperty,uses platform,platform for,usesplatform,platformfor,ObjectProperty,ObjectProperty,tp,,Platform,,platform,fp,,Software Tool,,softwaretool,fp,NO,
ObjectProperty,uses software,has software type,usessoftware,hassoftwaretype,ObjectProperty,ObjectProperty,tp,SWO_0000001,Software Tool,swo0000001,softwaretool,mismatch,SWO_0000001,Software Type,swo0000001,softwaretype,mismatch,NO,
