prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,eats,eats,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,eaten-by,is eaten by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9259; levenshtein=0.7778; semantic=0.8829; sequence_match=0.8750,False,0.8946,True,selected
ObjectProperty,eaten-by,eats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8083; levenshtein=0.4286; semantic=0.7531; sequence_match=0.5455,False,0.7023,False,gold already mapped to 'is eaten by'
ObjectProperty,eats,eats plant part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8615; levenshtein=0.3077; semantic=0.6562; sequence_match=0.4706,False,0.6628,False,top-3 avg score 0.6628 < final_threshold 0.7
ObjectProperty,eats,is eaten by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.7598; sequence_match=0.4615,False,0.6232,False,top-3 avg score 0.6232 < final_threshold 0.7
ObjectProperty,has-part,eats plant part,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5663; levenshtein=0.4615; semantic=0.6221; sequence_match=0.6000,False,0.5961,False,top-3 avg score 0.5961 < final_threshold 0.7
ObjectProperty,eaten-by,is plant part eaten by,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5146; levenshtein=0.3889; semantic=0.6610; sequence_match=0.5600,False,0.5785,False,top-3 avg score 0.5785 < final_threshold 0.7
ObjectProperty,eaten-by,eats plant part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6264; levenshtein=0.3077; semantic=0.6120; sequence_match=0.4000,False,0.5461,False,top-3 avg score 0.5461 < final_threshold 0.7
ObjectProperty,is-part-of,is eaten by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.4764; sequence_match=0.4706,False,0.5317,False,top-3 avg score 0.5317 < final_threshold 0.7
ObjectProperty,is-part-of,is plant part eaten by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6389; levenshtein=0.3333; semantic=0.4144; sequence_match=0.4615,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.7
ObjectProperty,has-part,eats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.1429; semantic=0.5361; sequence_match=0.3636,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.7
ObjectProperty,has-part,is plant part eaten by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.2778; semantic=0.5307; sequence_match=0.4000,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.7
ObjectProperty,is-proper-part-of,is eaten by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2143; semantic=0.4823; sequence_match=0.4348,False,0.4979,False,top-3 avg score 0.4979 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eats plant part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5366; levenshtein=0.2857; semantic=0.4884; sequence_match=0.4444,False,0.4898,False,top-3 avg score 0.4898 < final_threshold 0.7
ObjectProperty,is-proper-part-of,is plant part eaten by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5886; levenshtein=0.3333; semantic=0.4268; sequence_match=0.4375,False,0.4843,False,top-3 avg score 0.4843 < final_threshold 0.7
ObjectProperty,eats,is plant part eaten by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5981; sequence_match=0.2727,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.7
ObjectProperty,is-part-of,eats plant part,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4359; levenshtein=0.3077; semantic=0.4829; sequence_match=0.4762,False,0.465,False,top-3 avg score 0.4650 < final_threshold 0.7
ObjectProperty,is-part-of,eats,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.4611; sequence_match=0.1667,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.7
ObjectProperty,has-part,is eaten by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.4822; sequence_match=0.2500,False,0.4028,False,top-3 avg score 0.4028 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eats,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3810; levenshtein=0.2143; semantic=0.4414; sequence_match=0.1111,False,0.3455,False,top-3 avg score 0.3455 < final_threshold 0.7
