prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,eaten-by,eaten by,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,eats,eats,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,eaten-by,eaten by animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9077; levenshtein=0.5385; semantic=0.7788; sequence_match=0.7000,False,0.7955,False,gold already mapped to 'eaten by'
ObjectProperty,eaten-by,eaten by plant,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9167; levenshtein=0.5833; semantic=0.7328; sequence_match=0.7368,False,0.7954,False,gold already mapped to 'eaten by'
ObjectProperty,eaten-by,eaten by plant part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8875; levenshtein=0.4375; semantic=0.6830; sequence_match=0.6087,False,0.7264,False,gold already mapped to 'eaten by'
ObjectProperty,eats,eats plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.6737; sequence_match=0.6154,False,0.726,False,gold already mapped to 'eats'
ObjectProperty,eats,eats animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8800; levenshtein=0.4000; semantic=0.7076; sequence_match=0.5714,False,0.7197,False,gold already mapped to 'eats'
ObjectProperty,eaten-by,eats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8083; levenshtein=0.4286; semantic=0.7531; sequence_match=0.5455,False,0.7023,False,gold already mapped to 'eaten by'
ObjectProperty,eats,eaten by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8083; levenshtein=0.4286; semantic=0.7531; sequence_match=0.5455,False,0.7023,False,gold already mapped to 'eats'
ObjectProperty,eaten-by,eaten by carnivorous plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8609; levenshtein=0.3043; semantic=0.6652; sequence_match=0.4667,False,0.6642,False,top-3 avg score 0.6642 < final_threshold 0.7
ObjectProperty,eats,eats plant part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8615; levenshtein=0.3077; semantic=0.6562; sequence_match=0.4706,False,0.6628,False,top-3 avg score 0.6628 < final_threshold 0.7
ObjectProperty,has-part,eats plant,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7566; levenshtein=0.5556; semantic=0.4526; sequence_match=0.6250,False,0.6457,False,top-3 avg score 0.6457 < final_threshold 0.7
ObjectProperty,eaten-by,eats animal,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6571; levenshtein=0.4000; semantic=0.7382; sequence_match=0.4706,False,0.622,False,top-3 avg score 0.6220 < final_threshold 0.7
