PropertyType,GoldPredicate,PredPredicate,GoldPredicateNorm,PredPredicateNorm,GoldType,PredType,TypeVerdict,GoldDomain,PredDomain,GoldDomainNorm,PredDomainNorm,DomainStatus,GoldRange,PredRange,GoldRangeNorm,PredRangeNorm,RangeStatus,FullMatch,Note
DatatypeProperty,end time,end time,endtime,endtime,DatatypeProperty,DatatypeProperty,tp,Session,Game Session,session,gamesession,tp,xsd:dateTime,xsd:dateTime,xsddatetime,xsddatetime,tp,YES,
DatatypeProperty,release date,release date,releasedate,releasedate,DatatypeProperty,DatatypeProperty,tp,Game,Game,game,game,tp,xsd:dateTime,xsd:date,xsddatetime,xsddate,mismatch,NO,
DatatypeProperty,start time,start time,starttime,starttime,DatatypeProperty,DatatypeProperty,tp,Session,Game Session,session,gamesession,tp,xsd:dateTime,xsd:dateTime,xsddatetime,xsddatetime,tp,YES,
DatatypeProperty,username,username,username,username,DatatypeProperty,DatatypeProperty,tp,Player,Player,player,player,tp,xsd:string,xsd:string,xsdstring,xsdstring,tp,YES,
ObjectProperty,has achievement,earned achievement,hasachievement,earnedachievement,ObjectProperty,ObjectProperty,tp,Game,Player,game,player,mismatch,Achievement,Achievement,achievement,achievement,tp,NO,
ObjectProperty,has game genre,has genre,hasgamegenre,hasgenre,ObjectProperty,ObjectProperty,tp,Game,Game,game,game,tp,Genre,Genre,genre,genre,tp,YES,
ObjectProperty,has item,has item,hasitem,hasitem,ObjectProperty,ObjectProperty,tp,Game,Game,game,game,tp,Item,Item,item,item,tp,YES,
ObjectProperty,has playing area,has playing area,hasplayingarea,hasplayingarea,ObjectProperty,ObjectProperty,tp,Game,Game,game,game,tp,playing area,Playing Area,playingarea,playingarea,tp,YES,
ObjectProperty,is session in game,session for game,issessioningame,sessionforgame,ObjectProperty,ObjectProperty,tp,Session,Game Session,session,gamesession,tp,Game,Game,game,game,tp,YES,
ObjectProperty,owns achievement,includes achievement,ownsachievement,includesachievement,ObjectProperty,ObjectProperty,tp,Player,Game,player,game,mismatch,Achievement,Achievement,achievement,achievement,tp,NO,
ObjectProperty,owns item,owns item,ownsitem,ownsitem,ObjectProperty,ObjectProperty,tp,Character,Player,character,player,mismatch,Item,Item,item,item,tp,NO,
ObjectProperty,plays game,plays game,playsgame,playsgame,ObjectProperty,ObjectProperty,tp,Player,Player,player,player,tp,Game,Game,game,game,tp,YES,
ObjectProperty,purchases game offering,purchase in game,purchasesgameoffering,purchaseingame,ObjectProperty,ObjectProperty,tp,in-app purchase event,In-App Purchase,inapppurchaseevent,inapppurchase,tp,game product,Game,gameproduct,game,mismatch,NO,
