PropertyType,GoldPredicate,PredPredicate,GoldPredicateNorm,PredPredicateNorm,GoldType,PredType,TypeVerdict,GoldDomain,PredDomain,GoldDomainNorm,PredDomainNorm,DomainStatus,GoldRange,PredRange,GoldRangeNorm,PredRangeNorm,RangeStatus,FullMatch,Note
DatatypeProperty,has fabrication number,fabrication number,hasfabricationnumber,fabricationnumber,DatatypeProperty,DatatypeProperty,tp,,Water Meter,,watermeter,fp,xsd:http://www.w3.org/2000/01/rdf-schema#literal,xsd:string,literal,xsdstring,mismatch,NO,
DatatypeProperty,has firmware version,firmware version,hasfirmwareversion,firmwareversion,DatatypeProperty,DatatypeProperty,tp,,Water Meter,,watermeter,fp,xsd:http://www.w3.org/2000/01/rdf-schema#literal,xsd:string,literal,xsdstring,mismatch,NO,
DatatypeProperty,has manufacturer,manufacturer,hasmanufacturer,manufacturer,DatatypeProperty,DatatypeProperty,tp,,Water Meter,,watermeter,fp,,xsd:string,,xsdstring,fp,NO,
DatatypeProperty,has model,model,hasmodel,model,DatatypeProperty,DatatypeProperty,tp,,Water Meter,,watermeter,fp,,xsd:string,,xsdstring,fp,NO,
DatatypeProperty,has timestamp,recording timestamp,hastimestamp,recordingtimestamp,DatatypeProperty,DatatypeProperty,tp,,Measurement,,measurement,fp,,xsd:dateTime,,xsddatetime,fp,NO,
DatatypeProperty,has version,version,hasversion,version,DatatypeProperty,DatatypeProperty,tp,,Water Meter,,watermeter,fp,xsd:http://www.w3.org/2000/01/rdf-schema#literal,xsd:string,literal,xsdstring,mismatch,NO,
ObjectProperty,applies to,applies to meter,appliesto,appliestometer,ObjectProperty,ObjectProperty,tp,Tariff,Tariff Usage,tariff,tariffusage,mismatch,Water meter,Water Meter,watermeter,watermeter,tp,NO,
ObjectProperty,has billing period,has billing period,hasbillingperiod,hasbillingperiod,ObjectProperty,ObjectProperty,tp,Tariff,Water Meter,tariff,watermeter,mismatch,Temporal duration,Billing Period,temporalduration,billingperiod,mismatch,NO,
ObjectProperty,has period,has tariff period,hasperiod,hastariffperiod,ObjectProperty,ObjectProperty,tp,Tariff,Tariff Usage,tariff,tariffusage,mismatch,Temporal duration,Tariff Period,temporalduration,tariffperiod,mismatch,NO,
ObjectProperty,has property,has physical property,hasproperty,hasphysicalproperty,ObjectProperty,ObjectProperty,tp,,Water,,water,fp,,Water Physical Property,,waterphysicalproperty,fp,NO,
ObjectProperty,makes measurement,provides measurement,makesmeasurement,providesmeasurement,ObjectProperty,ObjectProperty,tp,,Water Meter,,watermeter,fp,,Measurement,,measurement,fp,NO,
