prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasColor,has color,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,hasWineDescriptor,has wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8824; levenshtein=0.4118; semantic=0.7368; sequence_match=0.5833,False,0.7342,True,selected
ObjectProperty,hasFlavor,has color,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8250; levenshtein=0.5556; semantic=0.6852; sequence_match=0.7059,False,0.7387,False,pred already taken by 'hasColor'
ObjectProperty,hasVintageYear,has wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8333; levenshtein=0.4286; semantic=0.6577; sequence_match=0.5714,False,0.6875,False,top-3 avg score 0.6875 < final_threshold 0.7
ObjectProperty,hasBody,has color,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.5000; semantic=0.6722; sequence_match=0.5333,False,0.632,False,top-3 avg score 0.6320 < final_threshold 0.7
ObjectProperty,hasVintageYear,has grape variety,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8241; levenshtein=0.2667; semantic=0.6469; sequence_match=0.4138,False,0.6283,False,top-3 avg score 0.6283 < final_threshold 0.7
ObjectProperty,madeFromGrape,has grape variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6329; levenshtein=0.2000; semantic=0.7702; sequence_match=0.4286,False,0.6106,False,top-3 avg score 0.6106 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,has grape variety,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6850; levenshtein=0.4118; semantic=0.6735; sequence_match=0.4375,False,0.5987,False,top-3 avg score 0.5987 < final_threshold 0.7
ObjectProperty,hasSugar,has color,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.5000; semantic=0.5763; sequence_match=0.5000,False,0.581,False,top-3 avg score 0.5810 < final_threshold 0.7
ObjectProperty,hasFlavor,has grape variety,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.4000; semantic=0.5980; sequence_match=0.5000,False,0.5771,False,top-3 avg score 0.5771 < final_threshold 0.7
ObjectProperty,hasSugar,has grape variety,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.3333; semantic=0.5386; sequence_match=0.5217,False,0.5738,False,top-3 avg score 0.5738 < final_threshold 0.7
ObjectProperty,hasBody,has region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.3333; semantic=0.5200; sequence_match=0.5000,False,0.564,False,top-3 avg score 0.5640 < final_threshold 0.7
ObjectProperty,hasColor,has region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.4444; semantic=0.5486; sequence_match=0.4706,False,0.5558,False,top-3 avg score 0.5558 < final_threshold 0.7
ObjectProperty,hasBody,has wine,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6190; levenshtein=0.4286; semantic=0.6117; sequence_match=0.4286,False,0.5531,False,top-3 avg score 0.5531 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,has color,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6397; levenshtein=0.3529; semantic=0.5187; sequence_match=0.4800,False,0.5461,False,top-3 avg score 0.5461 < final_threshold 0.7
ObjectProperty,hasColor,has wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.6210; sequence_match=0.4000,False,0.5407,False,top-3 avg score 0.5407 < final_threshold 0.7
ObjectProperty,hasVintageYear,has color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.6473; sequence_match=0.3636,False,0.5354,False,top-3 avg score 0.5354 < final_threshold 0.7
