id,source,term_type,axiom_type,term,dl,status,note
AX1-gold,gold,Class,SubClassOf,AcceptabilityProperty,AcceptabilityProperty ⊑ WaterProperty,TP,matched pred AX15
AX1-pred,pred,Class,SubClassOf,Physical Property,Physical Property ⊑ Water Property,-,-
AX2-gold,gold,Class,DisjointClasses,Actuator,"DisjointClasses(Actuator, Sensor)",TP,matched pred AX2
AX2-pred,pred,Class,DisjointClasses,Actuator,"DisjointClasses(Actuator, Sensor)",-,-
AX3-gold,gold,Class,SubClassOf,Actuator,Actuator ⊑ Device,TP,matched pred AX3
AX3-pred,pred,Class,SubClassOf,Actuator,Actuator ⊑ Device,-,-
AX4-gold,gold,Class,SubClassOf,ChemicalProperty,ChemicalProperty ⊑ WaterProperty,TP,matched pred AX9
AX4-pred,pred,Class,SubClassOf,Chemical Property,Chemical Property ⊑ Water Property,-,-
AX5-gold,gold,Class,SubClassOf,Device,Device ⊑ ∀makesMeasurement.Measurement,Mismatch,pred AX11 differs: expr_type ObjectAllValuesFrom vs Class
AX5-pred,pred,Class,SubClassOf,Device,Device ⊑ Asset,-,-
AX6-gold,gold,Class,SubClassOf,FeatureOfInterest,FeatureOfInterest ⊑ ∀hasMeasurement.Measurement,Skip,subject 'FeatureOfInterest' not in alignment table
AX6-pred,pred,-,-,-,(subject not in alignment table),-,-
AX7-gold,gold,Class,SubClassOf,Measurement,Measurement ⊑ ∀hasTimestamp.datetime'>,Mismatch,pred AX13 differs: expr_type DataAllValuesFrom vs Class
AX7-pred,pred,Class,SubClassOf,Measurement,Measurement ⊑ Thing,-,-
AX8-gold,gold,Class,SubClassOf,Meter,Meter ⊑ Sensor,Skip,subject 'Meter' not in alignment table
AX8-pred,pred,-,-,-,(subject not in alignment table),-,-
AX9-gold,gold,Class,SubClassOf,Point,Point ⊑ Geometry,Skip,subject 'Point' not in alignment table
AX9-pred,pred,-,-,-,(subject not in alignment table),-,-
AX10-gold,gold,Class,SubClassOf,Sensor,Sensor ⊑ Device,TP,matched pred AX17
AX10-pred,pred,Class,SubClassOf,Sensor,Sensor ⊑ Device,-,-
AX11-gold,gold,Class,SubClassOf,TimeBasedTariff,TimeBasedTariff ⊑ Tariff,Skip,subject 'TimeBasedTariff' not in alignment table
AX11-pred,pred,-,-,-,(subject not in alignment table),-,-
AX12-gold,gold,Class,SubClassOf,Water,Water ⊑ FeatureOfInterest,Mismatch,pred AX22 differs: class 'FeatureOfInterest' not aligned to 'Thing'
AX12-pred,pred,Class,SubClassOf,Water Indicator,Water Indicator ⊑ Thing,-,-
AX13-gold,gold,Class,SubClassOf,Water,Water ⊑ ∀hasProperty.WaterProperty,FN,pred has no SubClassOf axiom on 'Water Indicator'
