prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,eats,eats,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is-part-of,is part of,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is-proper-part-of,is part of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8417; levenshtein=0.5714; semantic=0.8768; sequence_match=0.7273,False,0.8152,False,pred already taken by 'is-part-of'
ObjectProperty,eats,eatsPlant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.6737; sequence_match=0.6154,False,0.726,False,gold already mapped to 'eats'
ObjectProperty,eats,eats animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8800; levenshtein=0.4000; semantic=0.7076; sequence_match=0.5714,False,0.7197,False,gold already mapped to 'eats'
ObjectProperty,eaten-by,eats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8083; levenshtein=0.4286; semantic=0.7531; sequence_match=0.5455,False,0.7023,False,pred already taken by 'eats'
ObjectProperty,has-part,is part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7131; levenshtein=0.5000; semantic=0.6756; sequence_match=0.6667,False,0.6851,False,top-3 avg score 0.6851 < final_threshold 0.7
ObjectProperty,has-part,consumes part,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7103; levenshtein=0.4167; semantic=0.8020; sequence_match=0.5263,False,0.6796,False,top-3 avg score 0.6796 < final_threshold 0.7
ObjectProperty,has-part,eatsPlant,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7566; levenshtein=0.5556; semantic=0.4526; sequence_match=0.6250,False,0.6457,False,top-3 avg score 0.6457 < final_threshold 0.7
ObjectProperty,eaten-by,eats animal,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6571; levenshtein=0.4000; semantic=0.7382; sequence_match=0.4706,False,0.622,False,top-3 avg score 0.6220 < final_threshold 0.7
ObjectProperty,eaten-by,eatsPlant,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6720; levenshtein=0.3333; semantic=0.6780; sequence_match=0.5000,False,0.6166,False,top-3 avg score 0.6166 < final_threshold 0.7
ObjectProperty,has-part,targets plant,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6746; levenshtein=0.4167; semantic=0.4477; sequence_match=0.5263,False,0.5495,False,top-3 avg score 0.5495 < final_threshold 0.7
