PropertyType,GoldPredicate,PredPredicate,GoldPredicateNorm,PredPredicateNorm,GoldType,PredType,TypeVerdict,GoldDomain,PredDomain,GoldDomainNorm,PredDomainNorm,DomainStatus,GoldRange,PredRange,GoldRangeNorm,PredRangeNorm,RangeStatus,FullMatch,Note
ObjectProperty,action,has action,action,hasaction,ObjectProperty,ObjectProperty,tp,,Rule,,rule,fp,Action,Action,action,action,tp,NO,
ObjectProperty,assignee,has assignee party,assignee,hasassigneeparty,ObjectProperty,ObjectProperty,tp,,Rule,,rule,fp,Party,Party,party,party,tp,NO,
ObjectProperty,assigner,has assigner party,assigner,hasassignerparty,ObjectProperty,ObjectProperty,tp,,Rule,,rule,fp,Party,Party,party,party,tp,NO,
ObjectProperty,conflict,has conflict resolution,conflict,hasconflictresolution,ObjectProperty,ObjectProperty,tp,Policy,Policy,policy,policy,tp,ConflictTerm,Conflict Resolution Strategy,conflictterm,conflictresolutionstrategy,tp,YES,
ObjectProperty,consequence,has consequence,consequence,hasconsequence,ObjectProperty,ObjectProperty,tp,Duty,Duty,duty,duty,tp,Duty,Duty,duty,duty,tp,YES,
ObjectProperty,constraint,has constraint,constraint,hasconstraint,ObjectProperty,ObjectProperty,tp,,Rule,,rule,fp,,Constraint,,constraint,fp,NO,
ObjectProperty,duty,is duty of,duty,isdutyof,ObjectProperty,ObjectProperty,tp,Permission,Duty,permission,duty,mismatch,Duty,Policy,duty,policy,mismatch,NO,
ObjectProperty,permission,has permission,permission,haspermission,ObjectProperty,ObjectProperty,tp,Policy,Policy,policy,policy,tp,Permission,Permission,permission,permission,tp,YES,
ObjectProperty,prohibition,has prohibition,prohibition,hasprohibition,ObjectProperty,ObjectProperty,tp,Policy,Policy,policy,policy,tp,Prohibition,Prohibition,prohibition,prohibition,tp,YES,
ObjectProperty,remedy,has remedy,remedy,hasremedy,ObjectProperty,ObjectProperty,tp,Prohibition,Prohibition,prohibition,prohibition,tp,Duty,Duty,duty,duty,tp,YES,
