gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Bordeaux,Bordeaux,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
RedWine,Red Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
VintageYear,Vintage Year,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
WhiteWine,White Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Zinfandel,Zinfandel,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
wine,Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Region,Wine Region,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7000; levenshtein=0.6000; semantic=0.8215; sequence_match=0.7500,False,0.7572,True,selected
WineTaste,Wine Characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8556; levenshtein=0.3889; semantic=0.7669; sequence_match=0.5185,False,0.7137,True,selected
WineGrape,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.7998; sequence_match=0.4762,False,0.629,True,selected
Vintage,Vintage Year,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9273; levenshtein=0.6364; semantic=0.8946; sequence_match=0.7778,False,0.8665,False,pred already taken by 'VintageYear' (higher averaged score)
RedBordeaux,Bordeaux,sequence_match+jaro_winkler+semantic,jaro_winkler=0.8258; levenshtein=0.7273; semantic=0.7771; sequence_match=0.8421,False,0.815,False,pred already taken by 'Bordeaux' (higher averaged score)
WineBody,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9000; levenshtein=0.5000; semantic=0.8164; sequence_match=0.6667,False,0.7943,False,pred already taken by 'wine' (higher averaged score)
WineGrape,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.8744; sequence_match=0.6154,False,0.7929,False,pred already taken by 'wine' (higher averaged score)
WineTaste,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.8459; sequence_match=0.6154,False,0.7834,False,pred already taken by 'wine' (higher averaged score)
WineSugar,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.7925; sequence_match=0.6154,False,0.7656,False,pred already taken by 'wine' (higher averaged score)
WineColor,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8889; levenshtein=0.4444; semantic=0.7918; sequence_match=0.6154,False,0.7654,False,pred already taken by 'wine' (higher averaged score)
WhiteBordeaux,Bordeaux,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7885; levenshtein=0.6154; semantic=0.7218; sequence_match=0.7619,False,0.7574,False,pred already taken by 'Bordeaux' (higher averaged score)
WineFlavor,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8800; levenshtein=0.4000; semantic=0.7979; sequence_match=0.5714,False,0.7498,False,pred already taken by 'wine' (higher averaged score)
wine,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8800; levenshtein=0.4000; semantic=0.7772; sequence_match=0.5714,False,0.7429,False,gold already mapped to 'Wine'
WhiteBordeaux,White Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8256; levenshtein=0.4615; semantic=0.8189; sequence_match=0.5455,False,0.73,False,pred already taken by 'WhiteWine' (higher averaged score)
RedWine,Wine,semantic+sequence_match+levenshtein,jaro_winkler=0.4643; levenshtein=0.5714; semantic=0.8511; sequence_match=0.7273,False,0.7166,False,gold already mapped to 'Red Wine'
wine,Red Wine,semantic+sequence_match+levenshtein,jaro_winkler=0.4643; levenshtein=0.5714; semantic=0.8511; sequence_match=0.7273,False,0.7166,False,gold already mapped to 'Wine'
WineGrape,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8670; levenshtein=0.4000; semantic=0.7423; sequence_match=0.5263,False,0.7119,False,pred already taken by 'Region' (higher averaged score)
WhiteWine,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6944; levenshtein=0.4444; semantic=0.7946; sequence_match=0.6154,False,0.7015,False,gold already mapped to 'White Wine'
wine,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6944; levenshtein=0.4444; semantic=0.7946; sequence_match=0.6154,False,0.7015,False,gold already mapped to 'Wine'
WineBody,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8250; levenshtein=0.4000; semantic=0.6699; sequence_match=0.5556,False,0.6835,False,pred already taken by 'Region' (higher averaged score)
RedWine,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6899; levenshtein=0.4444; semantic=0.7269; sequence_match=0.6250,False,0.6806,False,gold already mapped to 'Red Wine'
WhiteWine,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6899; levenshtein=0.4444; semantic=0.7269; sequence_match=0.6250,False,0.6806,False,gold already mapped to 'White Wine'
WineColor,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8200; levenshtein=0.5000; semantic=0.6874; sequence_match=0.5263,False,0.6779,False,pred already taken by 'Region' (higher averaged score)
WineDescriptor,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8493; levenshtein=0.5000; semantic=0.5955; sequence_match=0.5833,False,0.676,False,pred already taken by 'Region' (higher averaged score)
WineDescriptor,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8571; levenshtein=0.2857; semantic=0.7084; sequence_match=0.4444,False,0.67,False,pred already taken by 'wine' (higher averaged score)
WineDescriptor,Wine Characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8248; levenshtein=0.4444; semantic=0.6771; sequence_match=0.5000,False,0.6673,False,pred already taken by 'WineTaste' (higher averaged score)
WineSugar,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8200; levenshtein=0.5000; semantic=0.6540; sequence_match=0.5263,False,0.6668,False,pred already taken by 'Region' (higher averaged score)
wine,Wine Characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8444; levenshtein=0.2222; semantic=0.7644; sequence_match=0.3636,False,0.6575,False,gold already mapped to 'Wine'
