gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Achievement,Achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Game,Game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Genre,Genre,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Item,Item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Player,Player,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
playing area,Playing Area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
in-app purchase event,In-App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9444; levenshtein=0.7222; semantic=0.8778; sequence_match=0.8387,False,0.887,True,selected
Completion,Player Game Completion,semantic+sequence_match+levenshtein,jaro_winkler=0.4500; levenshtein=0.5000; semantic=0.7352; sequence_match=0.6667,False,0.634,True,selected
Session,Game Play Session,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4730; levenshtein=0.4667; semantic=0.7749; sequence_match=0.6364,False,0.6281,True,selected
Achievement,Achievement Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9467; levenshtein=0.7333; semantic=0.8043; sequence_match=0.8462,False,0.8657,False,gold already mapped to 'Achievement'
game product,Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8727; levenshtein=0.3636; semantic=0.7258; sequence_match=0.5333,False,0.7106,False,pred already taken by 'Game' (higher averaged score)
Game,Game Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8533; levenshtein=0.2667; semantic=0.7638; sequence_match=0.4211,False,0.6794,False,gold already mapped to 'Game'
Player,Playing Area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8576; levenshtein=0.4545; semantic=0.5741; sequence_match=0.5882,False,0.6733,False,gold already mapped to 'Player'
playing area,Player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8576; levenshtein=0.4545; semantic=0.5741; sequence_match=0.5882,False,0.6733,False,gold already mapped to 'Playing Area'
Player,Player Game Statistic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8632; levenshtein=0.3158; semantic=0.6693; sequence_match=0.4800,False,0.6708,False,gold already mapped to 'Player'
Player,Player Game Completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8600; levenshtein=0.3000; semantic=0.6776; sequence_match=0.4615,False,0.6664,False,gold already mapped to 'Player'
Player,Player Item Possession,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8600; levenshtein=0.3000; semantic=0.6518; sequence_match=0.4615,False,0.6578,False,gold already mapped to 'Player'
Item,Item Usage Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8571; levenshtein=0.2857; semantic=0.6504; sequence_match=0.4444,False,0.6507,False,gold already mapped to 'Item'
in-app purchase event,Item Usage Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7510; levenshtein=0.5000; semantic=0.6214; sequence_match=0.5000,False,0.6241,False,gold already mapped to 'In-App Purchase'
Player,Player Game First Purchase Time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8444; levenshtein=0.2222; semantic=0.5521; sequence_match=0.3636,False,0.5867,False,top-3 avg score 0.5867 < final_threshold 0.6
hard mode,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.3750; semantic=0.6585; sequence_match=0.5000,False,0.5806,False,top-3 avg score 0.5806 < final_threshold 0.6
Feature,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6762; levenshtein=0.4286; semantic=0.5466; sequence_match=0.5000,False,0.5743,False,top-3 avg score 0.5743 < final_threshold 0.6
Completion,Game Play Session,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6746; levenshtein=0.4667; semantic=0.4836; sequence_match=0.5600,False,0.5727,False,top-3 avg score 0.5727 < final_threshold 0.6
Curiosity,Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.5456; sequence_match=0.5000,False,0.5725,False,top-3 avg score 0.5725 < final_threshold 0.6
in-app purchase event,Achievement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6616; levenshtein=0.3889; semantic=0.4966; sequence_match=0.5517,False,0.57,False,top-3 avg score 0.5700 < final_threshold 0.6
Achievement,Item Usage Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7092; levenshtein=0.2857; semantic=0.5153; sequence_match=0.4800,False,0.5682,False,top-3 avg score 0.5682 < final_threshold 0.6
Virtuosity,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.6588; sequence_match=0.4706,False,0.5677,False,top-3 avg score 0.5677 < final_threshold 0.6
special play style,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6486; levenshtein=0.2500; semantic=0.5981; sequence_match=0.4545,False,0.5671,False,top-3 avg score 0.5671 < final_threshold 0.6
Game,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.4000; semantic=0.6180; sequence_match=0.4444,False,0.5653,False,top-3 avg score 0.5653 < final_threshold 0.6
Genre,Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.4000; semantic=0.6180; sequence_match=0.4444,False,0.5653,False,top-3 avg score 0.5653 < final_threshold 0.6
Game,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.6809; sequence_match=0.4000,False,0.564,False,top-3 avg score 0.5640 < final_threshold 0.6
Player,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.6809; sequence_match=0.4000,False,0.564,False,top-3 avg score 0.5640 < final_threshold 0.6
special play style,Game Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6361; levenshtein=0.1875; semantic=0.5845; sequence_match=0.4516,False,0.5574,False,top-3 avg score 0.5574 < final_threshold 0.6
Achievement,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.4545; semantic=0.5451; sequence_match=0.5000,False,0.5571,False,top-3 avg score 0.5571 < final_threshold 0.6
playing area,Game Play Session,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5582; levenshtein=0.2667; semantic=0.6463; sequence_match=0.4615,False,0.5553,False,top-3 avg score 0.5553 < final_threshold 0.6
playing area,Player Game Statistic,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6899; levenshtein=0.4211; semantic=0.4360; sequence_match=0.5333,False,0.5531,False,top-3 avg score 0.5531 < final_threshold 0.6
Player,Game Play Session,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.5925; sequence_match=0.4762,False,0.5525,False,top-3 avg score 0.5525 < final_threshold 0.6
Achievement,Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6742; levenshtein=0.2727; semantic=0.5751; sequence_match=0.4000,False,0.5498,False,top-3 avg score 0.5498 < final_threshold 0.6
Item,Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6742; levenshtein=0.2727; semantic=0.5751; sequence_match=0.4000,False,0.5498,False,top-3 avg score 0.5498 < final_threshold 0.6
game product,Game Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5960; levenshtein=0.3333; semantic=0.5787; sequence_match=0.4615,False,0.5454,False,top-3 avg score 0.5454 < final_threshold 0.6
Paragon,Player Game Completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6635; levenshtein=0.3000; semantic=0.5282; sequence_match=0.4444,False,0.5454,False,top-3 avg score 0.5454 < final_threshold 0.6
Leaderboard,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5934; levenshtein=0.2727; semantic=0.5688; sequence_match=0.4706,False,0.5443,False,top-3 avg score 0.5443 < final_threshold 0.6
Game,Player Game Completion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.7288; sequence_match=0.3333,False,0.5429,False,top-3 avg score 0.5429 < final_threshold 0.6
Completion,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.7289; sequence_match=0.3810,False,0.5427,False,top-3 avg score 0.5427 < final_threshold 0.6
Achievement,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5606; levenshtein=0.1818; semantic=0.6667; sequence_match=0.4000,False,0.5424,False,top-3 avg score 0.5424 < final_threshold 0.6
Game,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5606; levenshtein=0.1818; semantic=0.6667; sequence_match=0.4000,False,0.5424,False,top-3 avg score 0.5424 < final_threshold 0.6
Item,Player Item Possession,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6500; levenshtein=0.2000; semantic=0.6412; sequence_match=0.3333,False,0.5415,False,top-3 avg score 0.5415 < final_threshold 0.6
game product,Player Game Completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6449; levenshtein=0.2500; semantic=0.5819; sequence_match=0.3871,False,0.538,False,top-3 avg score 0.5380 < final_threshold 0.6
Achievement,Player Game Completion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6145; levenshtein=0.2000; semantic=0.6745; sequence_match=0.3226,False,0.5372,False,top-3 avg score 0.5372 < final_threshold 0.6
Game,Player Game Statistic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5702; levenshtein=0.2105; semantic=0.6844; sequence_match=0.3478,False,0.5341,False,top-3 avg score 0.5341 < final_threshold 0.6
playing area,Player Game Completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6258; levenshtein=0.3500; semantic=0.5031; sequence_match=0.4516,False,0.5268,False,top-3 avg score 0.5268 < final_threshold 0.6
Paragon,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6563; levenshtein=0.2727; semantic=0.4772; sequence_match=0.4444,False,0.526,False,top-3 avg score 0.5260 < final_threshold 0.6
game product,Player Game First Purchase Time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5690; levenshtein=0.2963; semantic=0.5859; sequence_match=0.4211,False,0.5253,False,top-3 avg score 0.5253 < final_threshold 0.6
Paragon,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5729; sequence_match=0.4615,False,0.5247,False,top-3 avg score 0.5247 < final_threshold 0.6
Loyalty,Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5130; sequence_match=0.4286,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.6
playing area,Player Game First Purchase Time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6932; levenshtein=0.2963; semantic=0.4447; sequence_match=0.4211,False,0.5196,False,top-3 avg score 0.5196 < final_threshold 0.6
Collection,Player Game Completion,sequence_match+jaro_winkler+semantic,jaro_winkler=0.5333; levenshtein=0.3500; semantic=0.4855; sequence_match=0.5333,False,0.5174,False,top-3 avg score 0.5174 < final_threshold 0.6
Veteran,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5671; levenshtein=0.2727; semantic=0.6508; sequence_match=0.3333,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.6
special play style,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5960; levenshtein=0.1875; semantic=0.5625; sequence_match=0.3704,False,0.5096,False,top-3 avg score 0.5096 < final_threshold 0.6
in-app purchase event,Player Game First Purchase Time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6226; levenshtein=0.2963; semantic=0.4617; sequence_match=0.4444,False,0.5096,False,top-3 avg score 0.5096 < final_threshold 0.6
in-app purchase event,Achievement Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6074; levenshtein=0.1667; semantic=0.4270; sequence_match=0.4848,False,0.5064,False,top-3 avg score 0.5064 < final_threshold 0.6
Veteran,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6159; levenshtein=0.2000; semantic=0.5299; sequence_match=0.3636,False,0.5031,False,top-3 avg score 0.5031 < final_threshold 0.6
Session,Player Item Possession,sequence_match+jaro_winkler+semantic,jaro_winkler=0.5071; levenshtein=0.3500; semantic=0.4783; sequence_match=0.5185,False,0.5013,False,top-3 avg score 0.5013 < final_threshold 0.6
Completion,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5281; sequence_match=0.3750,False,0.501,False,top-3 avg score 0.5010 < final_threshold 0.6
Item,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6500; levenshtein=0.2000; semantic=0.5349; sequence_match=0.3158,False,0.5002,False,top-3 avg score 0.5002 < final_threshold 0.6
Completion,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.1000; semantic=0.5354; sequence_match=0.3158,False,0.4985,False,top-3 avg score 0.4985 < final_threshold 0.6
Item,Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2222; semantic=0.5969; sequence_match=0.3077,False,0.496,False,top-3 avg score 0.4960 < final_threshold 0.6
Session,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5116; sequence_match=0.3750,False,0.4913,False,top-3 avg score 0.4913 < final_threshold 0.6
